,0
5686,"NGR6243L, Acute Care Nurse Practitioner: Critically Ill Adult Laboratory"
5687,"NGR6248, Adult Acute Care Nurse Practitioner 3"
5688,"NGR6248L, Adult Acute Care Nurse Practitioner 3"
5689,"NGR6301, Advanced Child Health Nursing I"
5690,"NGR6301L, Advanced Child Health Nursing I"
5691,"NGR6302, Advanced Child Health Nursing II"
5692,"NGR6302L, Advanced Child Health Nursing II"
5693,"NGR6307, Advanced Child Health Nursing III"
5694,"NGR6307L, Advanced Child Health Nursing III"
5695,"NGR6311, Adv Acute and Chron Chi"
5696,"NGR6311L, Adv Acu Nsg Clinical"
5697,"NGR6312, Advanced Acute and Chronic Child Health Nursing II"
5698,"NGR6312L, Advanced Acute and Chronic Child Health Nursing Clinical II"
5699,"NGR6350, Family Nurse Practitioner: Women, Adolescents, And Children"
5700,"NGR6350L, Adlt/Wm/Adol/Chld Cln"
5701,"NGR6372C, Advanced Pediatric Procedures and Diagnostics"
5702,"NGR6503, Psych Np Indiv Psych"
5703,"NGR6503L, Psych Np: Indiv Clin"
5704,"NGR6508, Psych Np Group Psych"
5705,"NGR6508L, Psych Np: Group Clin"
5706,"NGR6509, Psych Np Fam Psych"
5707,"NGR6509L, Psych Np Fam Clin"
5708,"NGR6538, Psychopharmacology for Psychiatric Nursing"
5709,"NGR6560C, Adv Psych Assess Diag"
5710,"NGR6612, Family Nurse Practitioner: Complex Family Health Care (Focus On Gerontology)"
5711,"NGR6612L, Prac: Cmplx Fmly Cln"
5712,"NGR6638, Health Promotion"
5713,"NGR6711, Instructional Theories and Learning Strategies in Nursing Education"
5714,"NGR6740, Role Transition: Issues in Advanced Practice Nursing"
5715,"NGR6807, Mixed Methods in Health Research"
5716,"NGR6815, Foundations of Qualitative Health Research"
5717,"NGR6836, Lead Qual Improvement"
5718,"NGR6840, Applied Statistical Analysis I"
5719,"NGR6845, Applied Statistical Analysis II"
5720,"NGR6850, Research Methods and Evidence-Based Practice"
5721,"NGR6870, Nursing Informatics and Informationa Management"
5722,"NGR6937, Research Synthesis"
5723,"NGR6937, Synthesis and Integration of State of the Science Research"
5724,"NGR6941, Practicum in Nursing"
5725,"NGR6945L, Post Master Certificate Practicum"
5726,"NGR7115, Philosophy of Nursing Science"
5727,"NGR7124, Theory Development in Nursing"
5728,"NGR7176, Adv Top Pharma and Geno"
5729,"NGR7661, Nursing Science in Health Disparities and Vulnerable Populations"
5730,"NGR7700, Leadership and Role Development in Advanced Nursing Practice"
5731,"NGR7709, Nurse Scientist and Scholar I"
5732,"NGR7816, Quantitative Research Design and Measurement in Nursing"
5733,"NGR7835, Nurse Scientist and Scholar II"
5734,"NGR7891, Health Policy and Finance in Advanced Nursing Practice"
5735,"NGR7940L, Residency in Adv Nurs"
5736,"NGR7970L, Adv Nursing Project"
5737,"NUR2650, Transcultural Communications in Health Care Today"
5738,"NUR3065C, Comprehensive Health Assessment"
5739,"NUR3066C, Clinical Reasoning: Health Assessment"
5740,"NUR3106, Lead and Inspire 1: Professional Nursing Practice"
5741,"NUR3123, Pathophysiology and Pharmacology"
5742,"NUR3128, Pathophysiology/Pharmacology in Nursing 2"
5743,"NUR3168, Lead and Inspire 2: Research and Evidence-Based Nursing"
5744,"NUR3169, Inquiry and Evidence in Professional Nursing Practice"
5745,"NUR3196, Pathophysiology/Pharmacology in Nursing 1"
5746,"NUR3219C, Clinical Reasoning and Personalized Nursing Care: Adult Acute Conditions"
5747,"NUR3227C, Principles of Personalized Nursing Care 2"
5748,"NUR3535C, Clinical Reasoning and Personalized Nursing Care: Mental Health"
5749,"NUR3638, Population Focused Care"
5750,"NUR3737C, Principles of Personalized Nursing Care 1"
5751,"NUR3805, Professional Nursing in the Evolving Healthcare System"
5752,"NUR3816, Seminar in Professional Nursing"
5753,"NUR3826, Legal and Ethical Issues in Nursing"
5754,"NUR4108, Lead and Inspire 3: Policy and Change in Nursing Practice"
5755,"NUR4467C, Clinical Reasoning and Personalized Nursing Care: Women, Children and Families"
5756,"NUR4635C, Public Health Nursing"
5757,"NUR4636C, Clinical Reasoning and Personalized Nursing Care: Population Health"
5758,"NUR4739, Systems of Care 3: Restoration of Wellness"
5759,"NUR4739L, Clinical Practice 3: Restoration of Wellness"
5760,"NUR4748, Systems of Care 4: Multi-system Care"
5761,"NUR4748L, Clinical Practice 4: Multi-system Care"
5762,"NUR4766C, Clinical Reasoning and Personalized Nursing Care: Adult Complex Conditions"
5763,"NUR4768C, Clinical Reasoning and Personalized Nursing Care: Adult Chronic Conditions"
5764,"NUR4815, Professional Nursing Transformation"
5765,"NUR4827, Lead and Inspire 4: Leadership and Innovation in Nursing Practice"
5766,"NUR4829, Leadership and Management in Nursing"
5767,"NUR4837, Healthcare Policy, Finance, and Regulatory Environments"
5768,"NUR4930, Special Topics"
5769,"NUR4935, Honors Seminar in Nursing"
5770,"NUR4944L, Transition to Professional Practice"
5771,"PHC6009, Biology and Epidemiology of HIV/AIDS"
5772,"PHC6041, Landmarks in Psychiatric Epidemiology"
5773,"PHC6517, Public Health Concepts in Infectious Diseases"
5774,"PHC6591, Maternal and Child Health Epidemiology"
5775,"PHC6598, Foundations in Precision Medicine: Genetic Epidemiology"
5776,"PHC6711, Measurement in Epidemiology and Outcomes Research"
5777,"PHC6932, Psychiatric Epidemiology Online Seminar Series"
5778,"PHC6937, Special Topics in Public Health"
5779,"PHC6939, CPE Psychiatric Grand Rounds"
5780,"PHC7000, Epidemiology Seminar II: Critical Evaluation, Research Proposals, and Methods"
5781,"PHC7007, Cancer Epidemiology"
5782,"PHC7017, Advanced Epidemiologic Methods III"
5783,"PHC7038, Psychiatric Epidemiology"
5784,"PHC7065, Critical Skills in Epidemiological Data Management"
5785,"PHC7083, Computational Epidemiology in Population Science"
5786,"PHC7199, Topics in Precision Medicine and Public Health Informatics"
5787,"PHC7427, Ethics in Population Science"
5788,"PHC7594, Genetic Epidemiology"
5789,"PHC7595, Introduction to Molecular Epidemiology"
5790,"PHC7727, Grant Writing for Population Health Research"
5791,"PHC7901, Epidemiology Literature Review and Critique (Journal Club)"
5792,"PHC7902, Scientific Writing for Peer Reviewed Publications for Popular Science"
5793,"PHC7918, Independent Study"
5794,"PHC7934, Seminar I: Epidemiology Past, Present, and Future"
5795,"PHC7979, Advanced Research"
5796,"GMS6827, Advanced Clinical Trial Methods"
5797,"PHC6020, Clinical Trial Methods"
5798,"PHC6022, Design and Conduct of Clinical Trials"
5799,"PHC6050C, Biostatistical Methods I"
5800,"PHC6051, Biostatistical Methods II"
5801,"PHC6059, Introduction to Applied Survival Analysis"
5802,"PHC6063, Biostatistical Consulting"
5803,"PHC6068, Biostatistical Computing"
5804,"PHC6075, Biostatistical Literacy"
5805,"PHC6088, Statistical Analysis of Genetic Data"
5806,"PHC6089, Public Health Computing"
5807,"PHC6092, Introduction to Biostatistical Theory"
5808,"PHC6790, Biostatistical Methods Using SAS"
5809,"PHC6937, Special Topics in Public Health"
5810,"PHC7066, Large Sample Theory"
5811,"PHC7090, Advanced Biostatistical Methods I"
5812,"PHC7091, Advanced Biostatistical Methods II"
5813,"PHC7925, Biostatistics Journal Club"
5814,"PHC7979, Advanced Research"
5815,"STA6177, Applied Survival Analysis"
5816,"GEY6220, Overview of Geriatric Care Management"
5817,"CLP3911, Introduction to Clinical Research"
5818,"CLP4134, Introduction to Clinical Child/Pediatric Psychology"
5819,"CLP4302, Introduction to Clinical Psychology"
5820,"CLP4314, Introduction to Health Psychology"
5821,"CLP4420, Introduction to Neuropsychology"
5822,"CLP6307, Human Higher Cortical Functioning"
5823,"CLP6407, Psychological Treatment I"
5824,"CLP6430, Clinical Psychological Assessment"
5825,"CLP6476, Lifespan Psychopathology"
5826,"CLP6527C, Measurement, Research Design, and Statistical Analysis in Clinical Psychology I"
5827,"CLP6528C, Measurement, Research Design, and Statistical Analysis in Clinical Psychology II"
5828,"CLP6529, Applied Multivariate Methods in Psychology"
5829,"CLP6943, Core Practicum in Clinical Psychology"
5830,"CLP7317, Advanced Health Psychology and Behavior Medicine"
5831,"CLP7428C, Neuropsychological Assessment of Adults"
5832,"CLP7525, Best Methods for Studying Psychological Change"
5833,"CLP7934, Special Topics In Clinical Psychology"
5834,"CLP7979, Advanced Research"
5835,"PSB6115C, Clinical and Cognitive Neuroscience: Methods and Theory"
5836,"PSY4930, Special Topics in Psychology"
5837,"GEY5935, Topics in Gerontology"
5838,"GEY6220, Overview of Geriatric Care Management"
5839,"GEY6646, Issues and Concepts in Gerontology"
5840,"HSA3111, U.S. Health Care System"
5841,"HSC2000, Introduction to Health Professions"
5842,"HSC3057, Research Methods and Issues in Health Science"
5843,"HSC3502, Survey of Diseases and Disability"
5844,"HSC3661, Therapeutic Communication Skills with Patients, Families and the Health Care Team"
5845,"HSC4008, Professional Development for the Health Sciences"
5846,"HSC4184, Health Care Leadership: Skills and Styles"
5847,"HSC4558, Survey of Diseases and Disabilities 2"
5848,"HSC4600, Psychiatric Disorders"
5849,"HSC4608L, Critical Thinking in Health Care"
5850,"HSC4652L, Ethical and Legal Issues in the Health Professions"
5851,"HSC4930, Special Topics"
5852,"HSC4969, Honors Seminar in the Health Professions"
5853,"OTH3416, Pathophysiology"
5854,"PHC2100, Introduction to Public Health"
5855,"PHC3603, Critical Issues in Ph"
5856,"PHC4101, Public Health Concepts"
5857,"PHC4943, Service Learning Practicum"
5858,"PHC6053, Regression Methods for the Health and Life Sciences"
5859,"PHC6195, Health information for Diverse Populations: Theory & Methods"
5860,"PHC7587, Theory Development and Testing in Behavioral & Community Public Health"
5861,"PHC7752, Seminar in Instrument Development for Public Health"
5862,"PHC7907, Social and Behavioral Science Journal Club"
5863,"RCS4415L, Therapeutic Communication Skills Laboratory"
5864,"RCS4451, Rehabilitation Aspects of Substance Abuse"
5865,"HSC4507, Environmental Toxicology Applications in Public Health"
5866,"PHC4309, Climate Change, the Environment, and the Future of Public Health"
5867,"PHC6018, Environmental Ecology of Human Pathogens"
5868,"PHC6037, Public Health Virology"
5869,"PHC6301, Aquatic Systems and Environmental Health"
5870,"PHC6304, Environmental Toxicology Applications in Public Health"
5871,"PHC6326, Environmental and One Health"
5872,"PHC6424, Environmental Policy and Risk Management in Public Health"
5873,"PHC6445, Global Public Health and Development II"
5874,"PHC6446, Systems Thinking in One Health"
5875,"PHC6515, Introduction to Entomology Zoonotic Diseases and Food Safety"
5876,"PHC6515, One Health: Applied Techniques in Public Health Entomology"
5877,"PHC6702, Environmental Monitoring and Exposure Assessment"
5878,"PHC6706, Scientific Communication in Public Health"
5879,"PHC6764, Global Public Health and Development I"
5880,"PHC6900, Environmental and Global Health Journal Club"
5881,"PHC6937, Special Topics in Public Health"
5882,"PHC7307, Quantitative Assessment of Environmental Health Impacts"
5883,"HSA4191, Health Informatics & Emerging Healthcare Technologies"
5884,"HSA5174, Fundamentals of Health Care Finance"
5885,"HSA6105, Professional Skills Seminar"
5886,"HSA6114, Health Care System and Policy"
5887,"HSA6114, U.S. Health Care System"
5888,"HSA6115, Introduction to Management of Health Services Organizations"
5889,"HSA6126, U.S. Health Insurance System"
5890,"HSA6152, Overview of U.S. Health Policy"
5891,"HSA6177, Advanced Health Care Finance"
5892,"HSA6188, Strategic Management in Health Administration"
5893,"HSA6196, Healthcare Data Analytics II"
5894,"HSA6198, Information Management in Health Administration"
5895,"HSA6342, Human Resource Management for Health Services Managers"
5896,"HSA6385, Performance Management for Health Care Managers"
5897,"HSA6395, Healthcare Data Analytics I"
5898,"HSA6427, Legal and Ethical Issues in Health Administration"
5899,"HSA6436, Health Economics"
5900,"HSA6939, Capstone Seminar in Health Administration"
5901,"HSA7708, Health Services Research Methods II"
5902,"HSA7759, Quality and Outcomes in Health Services Research"
5903,"HSC4643, Access and Rehabilitation in Serving Vulnerable Populations"
5904,"OTH3282, Occupation and Participation Across Cultures"
5905,"OTH3413C, Applied Kinesiology"
5906,"OTH4412, Musculoskeletal Anatomy"
5907,"OTH4412L, Musculoskeletal Anatomy Laboratory"
5908,"OTH4418L, The Nervous System and Disorders Laboratory"
5909,"OTH5849, Internship II"
5910,"OTH6002, Foundations of Occupational Therapy"
5911,"OTH6008C, Neuroscience of Human Occupation"
5912,"OTH6016, Advanced Ot Theory"
5913,"OTH6115, Ot Clinical Skills 2"
5914,"OTH6154, Indpt Study Driving 2"
5915,"OTH6156, Seminars Driving Reha"
5916,"OTH6157, Trng & Test Driving Reh"
5917,"OTH6209, Appl Lifespan Hum Dev"
5918,"OTH6242, Clinical Kinesiology"
5919,"OTH6324, Psychosocial Intervention"
5920,"OTH6419, Pathophys Cond in Ot"
5921,"OTH6423, Clin Musc Anatomy"
5922,"OTH6435, Therapeutic Skills I"
5923,"OTH6437, Occupation-based Practice and Rehabilitation: Physical Domain"
5924,"OTH6437L, Occupation-based Practice and Rehabilitation: Physical Domain Lab"
5925,"OTH6506C, Early Childhood Therapy Services"
5926,"OTH6525C, Occupation-based Practice, Participation, and Health for Children and Youth"
5927,"OTH6526C, OT Clinical Skills 3"
5928,"OTH6527C, Occupation-based Practice and Rehabilitation for Children and Youth"
5929,"OTH6539, Occupational Therapy Theory"
5930,"OTH6620C, Occupation-based Practice and Rehabilitation: Cognitive, Perceptual, Social Domains"
5931,"OTH6622C, Occupation-based Practice, Participation, and Health"
5932,"OTH6700, Advocacy and Interprofessional Skills"
5933,"OTH6705, Leader/Prof Develop"
5934,"OTH6709, Issues in Occupational Therapy Practice II"
5935,"OTH6722, Professional Development in Occupational Therapy"
5936,"OTH6724, Program Eval/Dev"
5937,"OTH6726, Service Deliv/Organiz"
5938,"OTH6763, Evidence Based Pract"
5939,"OTH6765, Res Method Design"
5940,"OTH6812, Pediatric Level 1"
5941,"OTH6816, Adult Level 1"
5942,"OTH6818, Clinical Competence Seminar"
5943,"OTH6819, Competency"
5944,"OTH6848, Level 2 Fieldwork I"
5945,"OTH6849, Level 2 Fieldwork II"
5946,"OTH6850, Psychosocial Level 1 Fieldwork"
5947,"OTH6861, Specialty Internship"
5948,"OTH6904, Doctoral Mentorship 2"
5949,"OTH6906, Doctoral Mentorship 1"
5950,"OTH6908, Doctoral Mentorship 3"
5951,"OTH6909, Doctoral Mentorship 4"
5952,"OTH6985, Residency"
5953,"PHT6024, Professional Issue 1"
5954,"PHT6070C, Radiolo/Diagnos Image"
5955,"PHT6152C, Exercise Physiology"
5956,"PHT6153, Physiology for Pt"
5957,"PHT6168C, Neurosci Phys Therapy"
5958,"PHT6186C, Motor/Therap Exerc 1"
5959,"PHT6187C, Functional Anatomy 1"
5960,"PHT6188C, Functional Anatomy 2"
5961,"PHT6189C, Examin and Evaluation"
5962,"PHT6190C, Motor/Therap Exerc 2"
5963,"PHT6206C, Basic Clinic Skills 1"
5964,"PHT6207C, Basic Clinic Skills 2"
5965,"PHT6218C, Therap Modalty Interv"
5966,"PHT6302C, Principles of Disease"
5967,"PHT6322C, Pediatric Phys Thera"
5968,"PHT6322C, Pediatric Physical Therapy"
5969,"PHT6352, Pharm Phys Ther Pract"
5970,"PHT6374, Geriatric Phys Thera"
5971,"PHT6381C, Cardiopulm Phys Ther"
5972,"PHT6502, Hlth Promo/Wellness 1"
5973,"PHT6503, Hlth Promo/Wellness 2"
5974,"PHT6504, Hlth Promo/Wellness 3"
5975,"PHT6527, Professional Issues 2"
5976,"PHT6530, Professional Issues 3"
5977,"PHT6605, Evidence Base Pract 1"
5978,"PHT6608, Evidence Base Pract 2"
5979,"PHT6609, Evidence Base Pract 3"
5980,"PHT6702C, Prostetics/Orthotics"
5981,"PHT6730, Differ Diag Phys Ther"
5982,"PHT6761C, Neurorehabilitation 1"
5983,"PHT6762C, Neurorehabilitation 2"
5984,"PHT6770C, Musclskltl Disordr 1"
5985,"PHT6771C, Musclskltl Disordr 2"
5986,"PHT6860, Clinical Education 1"
5987,"PHT6861, Clinical Education 2"
5988,"RSD6718, Neuroplasticity: A Foundation for Neurorehabilitation"
5989,"RSD6110, Rehabilitation Science Theory and Application I"
5990,"RSD6401, Skeletal Muscle in Aging and Disease, and Implications for Rehabilitation"
5991,"RSD6701, Matlab Foundations for Rehabilitation Science"
5992,"RSD6710, Motor Control: Translating from Fundamental Research to Rehabilitation Practice"
5993,"RSD6900, College Classroom: Teaching Process and Practice"
5994,"RSD6930, Special Topics in Rehabilitation Science"
5995,"RSD6938, Doctoral Seminar in Rehabilitation Science"
5996,"ASL1110, American Sign Language 1"
5997,"ASL1120, American Sign Language 2"
5998,"ASL1130, American Sign Language 3"
5999,"SPA3003, Phonetic Theory and Transcription"
6000,"SPA3011, Speech Acoustics"
6001,"SPA3032, Fundamentals of Hearing"
6002,"SPA3101, Speech Anatomy and Physiology"
6003,"SPA3475, Deaf Culture in America"
6004,"SPA3800, Critical Review of Scientific Evidence"
6005,"SPA4004, Language Development"
6006,"SPA4050, Clinical Observations in Speech-Language Pathology and Audiology"
6007,"SPA4104, Neural Basis of Communication"
6008,"SPA4106, Neuroplasticity and Rehabilitation"
6009,"SPA4250, Introduction to Speech Disorders"
6010,"SPA4302, Audiometry and Hearing Disorders"
6011,"SPA4321, Audiologic Rehabilitation"
6012,"SPA4400, Introduction to Language Disorders"
6013,"SPA5102, Auditory Anatomy and Physiology"
6014,"SPA5204, Phonological Disorders"
6015,"SPA5211, Voice Disorders"
6016,"SPA5225, Principles of Speech Pathology: Stuttering"
6017,"SPA5254, Neurocognitive Language Disorders"
6018,"SPA5304, Principles of Audiological Evaluation"
6019,"SPA5401, Speech Pathology Language Disorder"
6020,"SPA6010, Basic Auditory Sciences"
6021,"SPA6133L, Hearing Aid Analysis Laboratory"
6022,"SPA6233, Speech Motor Control Disorders"
6023,"SPA6270, Auditory Processing Disorders"
6024,"SPA6305, Pediatric Audiology"
6025,"SPA6311, Medical Audiology"
6026,"SPA6317, Vestibular Disorders"
6027,"SPA6323, Audiologic Rehabilitation for Adults"
